34,8,0,0,0,6,7.5,2,2,0,0,0,4,0
29,2,0,0,0,6,9.333333,2,2,0,0,0,4,0
37,4,0,0,0,6,4.166667,2,4,0,0,0,6,0
28,6,0,0,0,4,3.5,2,2,0,0,0,4,0
33,4,0,0,0,6,1,2,2,0,0,0,4,0
31,5,0,0,0,4,1,2,2,0,0,0,4,0
28,5,0,0,0,4,3.5,2,2,0,0,0,4,0
36,6,0,0,0,7,1.571429,2,2,0,0,0,4,0
34,5,0,0,0,6,2,2,2,0,0,0,4,0
33,7,0,0,0,4,1.5,2,2,0,0,0,4,0
26,4,0,0,0,4,3.25,2,2,0,0,0,4,0
42,6,0,0,0,17,3.588235,2,2,0,0,0,4,0
31,4,0,0,0,5,5.2,2,2,0,0,0,4,1
34,7,0,0,0,6,7.5,2,2,0,0,0,4,1
34,6,0,0,0,4,1.5,2,2,0,0,0,4,1
34,5,2,0,0,6,9.166667,2,2,0,0,0,4,1
42,19,0,0,0,4,4.5,2,2,0,0,0,4,1
24,3,0,0,0,4,8,0,0,0,0,0,0,1
38,11,0,0,0,6,8.333333,2,2,0,0,0,4,1
32,3,0,0,0,6,4.166667,2,2,0,0,0,4,1
28,4,0,0,0,4,3.5,2,0,0,0,0,1,1
33,7,0,0,0,4,6,2,2,0,0,0,4,1
31,8,0,0,0,4,6.25,2,2,0,0,0,4,1
32,6,0,0,0,4,5.75,3,2,0,0,0,5,1
26,3,0,0,0,4,2.5,2,2,0,0,0,4,1
23,3,0,0,0,4,3,2,0,0,0,0,2,1
31,4,0,0,0,5,1.8,2,2,0,0,0,2,0
45,14,0,0,0,5,3.6,2,2,0,0,0,4,0
23,3,0,0,0,3,1.666667,1,1,0,0,0,3,0
26,3,0,0,0,4,2.5,2,2,0,0,0,4,0
27,4,0,0,0,3,1,2,2,0,0,0,4,0
24,4,0,0,0,3,3,2,1,0,0,0,3,0
29,5,0,0,0,4,2.5,2,2,0,0,0,4,0
29,7,0,0,0,4,1.5,2,2,0,0,0,4,0
25,4,0,0,0,3,3.333333,1,0,0,1,0,2,0
26,3,0,0,0,4,2,2,2,0,0,0,4,0
17,3,1,0,0,3,3,1,0,0,0,0,1,0
26,3,0,0,0,4,1.5,2,2,0,0,0,4,1
34,10,0,0,0,4,6.25,2,2,0,0,0,4,1
28,6,0,0,0,3,9,2,0,0,0,0,2,1
29,4,0,0,0,5,3.4,1,2,0,0,0,3,1
25,3,0,0,0,3,3,1,1,0,0,0,3,1
21,3,0,0,0,2,3,1,1,0,0,0,3,1
25,8,0,0,0,2,4,1,1,0,0,0,2,1
23,7,0,0,0,3,3,1,1,0,0,0,2,1
35,9,1,0,0,5,3.6,2,2,0,0,0,4,1
29,4,0,0,0,3,5.333333,3,1,0,0,0,4,1
23,4,0,0,0,4,3.25,2,2,0,0,0,4,1
23,3,0,0,0,2,3,1,1,0,0,0,3,1
27,5,0,0,0,4,2.5,2,0,0,0,0,2,1
33,7,0,0,0,5,5,2,2,0,0,0,4,1
29,4,0,0,0,3,6.333333,2,2,0,0,0,4,1
24,4,0,0,0,3,3,1,1,0,0,0,2,1
38,7,1,0,0,5,2.8,2,2,0,0,0,2,1
25,4,0,0,0,4,1.5,0,2,0,0,0,2,0
34,4,0,0,0,7,1,1,3,0,0,0,4,0
27,3,2,0,0,3,4.333333,1,1,0,1,0,3,0
23,3,0,0,0,5,2.4,0,2,0,0,0,2,1
25,8,0,0,0,3,1.666667,0,2,0,0,0,2,1
39,5,0,0,0,7,3.714286,2,3,0,0,0,6,1
32,3,0,0,0,6,1,2,2,0,0,0,4,0
