2.000000000000000000e+01,2.600000000000000000e+01,3.000000000000000000e+01,3.400000000000000000e+01,5.200000000000000000e+01,3.151999999999999957e+01,3.001000000000000156e+01
3.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,2.200000000000000000e+01,6.049999999999999822e+00,6.650000000000000355e+00
1.398000000000000043e+01,1.928999999999999915e+01,2.085999999999999943e+01,2.248000000000000043e+01,2.976000000000000156e+01,2.062999999999999901e+01,2.123000000000000043e+01
1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,1.100000000000000000e+01,5.000000000000000000e+00,4.599999999999999645e+00
1.000000000000000000e+00,1.600000000000000089e+00,2.220000000000000195e+00,3.330000000000000071e+00,9.599999999999999645e+00,2.240000000000000213e+00,2.890000000000000124e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.300000000000000488e-01,5.799999999999999600e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,2.299999999999999822e+00,1.969999999999999973e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000083e-02,2.000000000000000042e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.399999999999999689e-01,5.500000000000000444e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.500000000000000000e-01,9.300000000000000488e-01
1.700000000000000000e+01,2.775000000000000000e+01,3.750000000000000000e+01,5.300000000000000000e+01,2.050000000000000000e+02,3.681000000000000227e+01,4.714000000000000057e+01
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,4.269999999999999574e+00,3.569999999999999840e+00
